"질의","응답","카테고리"
"LVM 볼륨그룹에 디스크 추가했는데 용량이 안 늘어나","확인 순서:
1. pvcreate /dev/sdX 로 새 디스크 PV 초기화했는지 확인
2. vgextend vgname /dev/sdX 후 vgs/vgdisplay 로 VG 편입 확인
3. lvextend로 LV 실제 확장했는지 확인 (VG 확장만으로는 LV 크기 안 변함)
4. resize2fs/xfs_growfs 로 파일시스템 리사이즈 누락 여부 확인
- 순서 정리: pvcreate → vgextend → lvextend → resize","IT"
"커널 파라미터 즉시 적용하는 방법?","```
sysctl -w vm.swappiness=10
sysctl -p   # /etc/sysctl.conf 반영
```
- 재부팅 후에도 유지하려면 /etc/sysctl.conf 또는 /etc/sysctl.d/*.conf 에 기재 필요","IT"
"AIX에서 커널 파라미터(no) 값 확인/변경?","```
no -a | grep tcp_recvspace
no -o tcp_recvspace=262144
no -p -o tcp_recvspace=262144   # 영구 적용
```","IT"
"디스크 풀(100%)인데 du로 찾아도 큰 파일이 안 보임","확인 순서:
1. lsof | grep deleted 로 삭제됐지만 프로세스가 물고 있는 파일 확인
2. df -h와 du -sh / 결과 차이 나면 십중팔구 이 케이스
3. 해당 프로세스 재시작하거나 kill 하면 공간 회수됨
- 로그파일을 rm으로 지워도 프로세스가 열어놓은 상태면 공간 안 돌아옴, truncate로 지워야 함: `: > /path/to/logfile`","IT"
"JFS2 파일시스템 확장 명령어(AIX)?","```
chfs -a size=+5G /filesystem
```
- LV 자동 확장 포함, 온라인 상태로 확장 가능","IT"
"좀비 프로세스가 서버에 많이 쌓였는데 문제 있어?","- 좀비는 리소스(메모리/CPU) 거의 안 먹음, 다만 PID 고갈 가능성은 있음
- 부모 프로세스가 wait() 안 해서 발생, 부모 재시작하면 정리됨
- 수천 개 이상 쌓이면 fork 실패로 이어질 수 있음","IT"
"load average는 높은데 CPU 사용률(vmstat us+sy)은 낮을 때","확인 순서:
1. iostat -x 1 로 %util, await 확인 → I/O 대기 의심
2. ps aux 에서 D 상태(uninterruptible sleep) 프로세스 확인
3. NFS 마운트 문제인 경우가 많음, mount 옵션(hard/soft) 확인
4. 디스크 자체 병목이면 iostat await 값이 튐
- load average는 CPU뿐 아니라 D상태(디스크 대기) 프로세스도 포함한다는 점 놓치기 쉬움","IT"
"리눅스에서 fork: retry: Resource temporarily unavailable 에러 뜨는데 뭐야?","확인 순서:
1. ulimit -u 로 현재 프로세스 제한 확인
2. /etc/security/limits.conf 의 nproc 제한값 확인
3. ps -eLf | wc -l 로 현재 스레드/프로세스 총량 확인
4. ps -u username | wc -l 로 특정 사용자 제한치 근접 여부 확인
- systemd 기반이면 limits.conf 말고 /etc/systemd/system.conf 의 DefaultLimitNPROC도 확인해야 함, 두 설정이 따로 적용됨","IT"
"Windows Server 이벤트 로그 명령줄로 확인하는 방법?","```
Get-EventLog -LogName System -Newest 20
Get-WinEvent -FilterHashtable @{LogName='Application'; Level=2}
```","IT"
"RHEL 서버 부팅 후 특정 파일시스템이 마운트 안 됨","확인 순서:
1. journalctl -b 로 부팅 로그에서 mount 실패 메시지 확인
2. /etc/fstab UUID/디바이스명 오타나 디스크 순서 변경 여부 확인
3. blkid로 실제 UUID와 fstab 비교
4. fsck로 파일시스템 손상 여부 확인
- fstab에 nofail 옵션 없으면 해당 파일시스템 마운트 실패 시 부팅 자체가 멈출 수 있음","IT"
"AIX 부트이미지 재생성 언제 해야해?","```
bosboot -a -d /dev/hdisk0
```
- 커널 파라미터, 디바이스 드라이버 변경 후 재부팅 전에 실행 필요","IT"
"LVM PV/VG/LV 관계 한 줄로 정리하면?","PV(물리디스크)를 모아 VG(볼륨그룹) 만들고, VG를 쪼개서 LV(논리볼륨) 생성한 뒤 그 위에 파일시스템을 얹는 구조","IT"
"NFS 마운트한 디렉토리 접근시 hang 걸림","확인 순서:
1. mount 옵션 확인 (hard vs soft) - hard면 서버 응답 없을 때 무한 대기
2. showmount -e <nfs서버> 로 서버 응답 확인
3. rpcinfo -p <nfs서버> 로 포트매퍼/nfsd 서비스 확인
4. 네트워크 단절이면 서버 재기동 전까지 df 자체가 멈출 수 있음
- soft, intr, timeo 옵션 조합으로 완화 가능하지만 데이터 무결성 트레이드오프 있음, 운영 DB용 마운트엔 비추천","IT"
"커널 파라미터 중 세마포어 관련 파라미터 뭐가 있어?","```
kernel.sem = 250 32000 32 128
```
- 순서대로 SEMMSL, SEMMNS, SEMMNU, SEMMNI, 오라클 등 DB 설치 시 필수 튜닝 항목","IT"
"chage로 계정 만료일 확인하는 법?","```
chage -l username
```","IT"
"AIX 서버에서 errpt 봤더니 DISK 관련 에러 계속 찍힘","확인 순서:
1. errpt -a 로 상세 에러코드/타임스탬프 확인
2. 하드웨어 에러(배드섹터)면 lsattr/diag 명령으로 진단
3. 멀티패스 구성이면 lspath로 경로 하나가 죽은 건지 확인
4. 반복되면 벤더 지원 통해 디스크 교체 검토
- errclear로 지우기 전에 반드시 근본 원인 확인, 그냥 지우면 재발 시 추적 불가","IT"
"리눅스 스왑 파일 추가하는 방법?","```
dd if=/dev/zero of=/swapfile bs=1M count=2048
mkswap /swapfile
swapon /swapfile
```
- /etc/fstab에 등록해야 재부팅 후에도 유지","IT"
"systemctl enable 했는데 재부팅하면 서비스 안 뜸","확인 순서:
1. systemctl is-enabled <서비스> 로 실제 활성화 여부 재확인
2. systemctl status <서비스> 로 부팅 시점 실패 로그 확인
3. 의존성 유닛(After=, Requires=) 설정 누락 여부 확인
4. journalctl -u <서비스> -b 로 부팅 로그만 필터링해서 확인
- network.target만 지정하면 IP 할당 전에 뜨는 경우 있음, network-online.target으로 변경 필요할 수 있음","IT"
"특정 서비스가 OOM killer에 의해 계속 죽는데","확인 순서:
1. dmesg | grep -i ""killed process"" 로 대상 프로세스/메모리량 확인
2. 해당 프로세스 메모리 사용 패턴(누수 여부) 확인
3. /proc/<pid>/oom_score 로 killer 우선순위 확인, 필요시 oom_score_adj 조정
4. 근본적으로 메모리 증설이나 cgroup 메모리 제한 설정 검토
- oom_score_adj=-1000 로 설정하면 절대 안 죽지만 대신 다른 중요 프로세스가 죽을 수 있음 주의","IT"
"AIX에서 페이징스페이스 추가하는 명령어?","```
mkps -a -n -s 4 rootvg hdisk1
```
- -a는 재부팅시 자동 활성화","IT"
"rpm 패키지 설치 여부 확인?","```
rpm -qa | grep <패키지명>
rpm -qi <패키지명>
```","IT"
"디스크 I/O가 갑자기 느려졌다는 보고 들어왔을 때","확인 순서:
1. iostat -x 1 로 await, %util 확인
2. 특정 프로세스가 원인이면 iotop으로 특정
3. RAID 컨트롤러 배터리/캐시 상태 확인 (write-back → write-through 전환되면 급격히 느려짐)
4. SSD면 TRIM 미실행이나 파일시스템 fragmentation 여부 확인
- RAID 카드 배터리 방전으로 캐시 모드 바뀌는 경우를 실무에서 자주 놓침","IT"
"계정이 자꾸 잠기는데(로그인 실패 누적) 원인 파악 방법","확인 순서:
1. faillock --user username 으로 실패 이력/시간 확인
2. /etc/security/faillock.conf 의 deny, unlock_time 설정값 확인
3. 배치/애플리케이션 계정이면 옛 비밀번호로 자동 로그인 시도하는 스케줄러 있는지 확인
4. 무차별 대입 의심되면 /var/log/secure 에서 접속 소스 IP 확인
- 사람이 아니라 크론/서비스 계정이 저장된 옛 비밀번호로 계속 시도하는 경우가 실무에서 제일 흔함","IT"
"방화벽에서 특정 포트 열려면(firewalld)?","```
firewall-cmd --permanent --add-port=8080/tcp
firewall-cmd --reload
```","IT"
"SELinux 때문에 서비스가 파일 접근 못 하는 것 같은데 확인 방법","확인 순서:
1. getenforce 로 Enforcing 여부 확인
2. ausearch -m avc -ts recent 로 거부 로그 확인
3. audit2why < /var/log/audit/audit.log 로 원인 해석
4. 임시로 setenforce 0 해서 재현되면 SELinux 문제 확정
- 컨텍스트 문제면 chcon보다 restorecon -Rv 로 원복하는 게 정석 (chcon은 relabel 시 초기화됨)","IT"
"time sync 서비스 상태 확인(chrony)?","```
chronyc tracking
chronyc sources -v
```","IT"
"서버 시간이 계속 어긋나는데","확인 순서:
1. chronyc tracking 에서 offset 값 확인
2. systemctl status chronyd 로 서비스 구동 여부 확인
3. 방화벽에서 NTP(123/udp) 아웃바운드 막혀있는지 확인
4. VM이면 하이퍼바이저 타임싱크와 충돌하는 경우 있음 (VMware Tools 시간동기 끄고 chrony만 사용 권장)
- 클럭 드리프트가 큰 상태에서 chronyd 처음 켜면 makestep 설정 없이는 서서히 맞추다 오래 걸릴 수 있음","IT"
"사용자한테 quota exceeded 에러 뜨는데 확인 방법","확인 순서:
1. quota -u username 으로 사용중/제한값 확인
2. repquota -a 로 전체 사용자 중 초과자 스캔
3. edquota -t 로 소프트 리밋 유예기간(grace period) 확인
4. 임시 증설 필요하면 edquota -u username 으로 조정
- 유예기간 이미 지난 상태면 soft limit 밑으로 내려가기 전까진 계속 막힘, limit만 올려도 당장 못 풀 수 있음","IT"
"AIX에서 CPU/메모리 리소스 실시간 확인 명령어?","```
topas
```
- Linux의 top과 유사한 AIX 전용 모니터링 도구","IT"
"yum/dnf 업데이트 후 커널 패닉으로 부팅 안 됨","확인 순서:
1. grub 메뉴 Advanced options에서 이전 커널 버전으로 부팅
2. 부팅 성공하면 문제 커널 버전 확인 후 dnf remove kernel-<버전>
3. grub2-mkconfig -o /boot/grub2/grub.cfg 로 부트 메뉴 재생성
4. 재발 방지 위해 커널 업데이트 전 스냅샷/백업 필수화
- 클라우드 VM이면 콘솔(시리얼) 접근으로 grub 메뉴 진입해야 함, SSH만으론 복구 불가","IT"
"쉘스크립트 cron 자동화할 때 로그 남기는 기본 패턴?","```
0 2 * * * /opt/scripts/backup.sh >> /var/log/backup.log 2>&1
```
- 2>&1 빼먹으면 에러 로그가 유실되는 경우 많음","IT"
"스위치에서 특정 포트가 어떤 VLAN에 물려있는지 어떻게 확인해?","```
show interfaces switchport
```
- Access Mode VLAN 항목에서 현재 VLAN 확인
- 트렁크 포트면 Trunking VLANs 항목에서 허용 목록 확인","IT"
"STP에서 포트가 blocking 상태인지 어떻게 확인해?","```
show spanning-tree interface gi1/0/1
```
- Role이 Altn/Back이면 blocking 상태
- Root Bridge 우선순위도 같이 확인해서 의도한 토폴로지인지 체크","IT"
"방화벽에 새 allow 룰 넣었는데 여전히 차단되는데 정책 순서 때문일까?","확인 순서:
1. 위쪽에 있는 deny 룰이 먼저 매치되고 있는지 hit count 확인
2. 새 룰이 올바른 방향(inbound/outbound)에 들어갔는지 확인
3. 룰 저장 후 commit/apply 여부 확인
4. 소스/목적지 조건에 NAT 이전/이후 주소 헷갈렸는지 확인
- top-down 매치 방식이라 순서만 바꿔도 해결되는 경우가 많음","IT"
"iptables에서 특정 룰만 골라서 삭제하려면?","```
iptables -L INPUT --line-numbers
iptables -D INPUT 3
```
- 라인 번호로 지정 삭제가 제일 안전
- 저장 안 하면 재부팅 시 초기화되니 저장 명령 별도 실행 필요","IT"
"클라이언트에서 SSL handshake failure 뜨는데 원인이 뭘까?","확인 순서:
1. openssl s_client로 서버 인증서 체인 확인
```
openssl s_client -connect host:443 -servername host
```
2. 클라이언트-서버 간 지원 TLS 버전/cipher suite 겹치는지 확인
3. 중간 인증서 누락 여부 (Root만 있고 Intermediate 빠진 경우 흔함)
4. 서버 시간 오차로 인증서 유효기간 벗어난 경우
- 방화벽/프록시가 SNI 기반으로 차단하는 경우도 놓치기 쉬움","IT"
"인증서 체인 파일 만들 때 순서는 어떻게 돼?","- Leaf(서버 인증서) → Intermediate → Root 순서로 이어 붙임
- Root는 클라이언트가 이미 신뢰하고 있어서 생략 가능한 경우 많음
- 순서 틀리면 일부 클라이언트에서 체인 검증 실패","IT"
"L4 LB에서 특정 백엔드만 계속 헬스체크 fail 뜨는데 뭐부터 봐야해?","확인 순서:
1. LB에서 해당 백엔드로 직접 확인
```
curl -v http://backend_ip:port/health
```
2. 헬스체크 URI, 포트, 기대 응답 코드 설정값 확인
3. 백엔드 서버 프로세스/포트 리스닝 상태 확인
4. 서버 방화벽에서 LB IP 허용 여부 확인
5. 타임아웃 값이 너무 짧게 잡혀있는지 확인
- 헬스체크 interval/threshold와 실제 앱 응답 시간 안 맞으면 flapping 발생","IT"
"Site-to-Site VPN 터널이 자꾸 끊기는데 원인 후보가 뭐가 있을까?","확인 순서:
1. Phase1/Phase2 SA 상태 확인
```
show crypto isakmp sa
show crypto ipsec sa
```
2. 양쪽 PSK, IKE 버전, 암호화 알고리즘 일치 여부
3. NAT-T 필요한 구간인데 비활성화된 경우
4. DPD(Dead Peer Detection) 타임아웃 설정 확인
5. 상대측 ISP 회선 불안정 여부
- MTU 문제로 fragmentation 발생해서 간헐적 끊김 나는 경우도 흔함","IT"
"특정 포트로 오가는 패킷만 tcpdump로 캡처하려면?","```
tcpdump -i eth0 port 443 -w capture.pcap
```
- 특정 호스트로 좁히려면 and host 조건 추가
- 캡처 크기 크면 -c로 패킷 수 제한 걸어두는 게 안전","IT"
"특정 도메인의 A 레코드만 조회하려면?","```
dig +short example.com A
```
- 특정 네임서버로 직접 질의하려면 @ns_ip 옵션 추가
- 캐시 영향 배제하려면 +trace로 루트부터 확인","IT"
"방화벽 TCP 세션 타임아웃 기본값이 왜 중요해?","- 오래 걸리는 배치/파일전송이 타임아웃보다 길면 중간에 세션 끊김
- 기본값이 보통 3600초 전후라 장시간 유지되는 커넥션은 별도 정책 필요
- 타임아웃 늘리면 방화벽 세션 테이블 메모리 사용량도 같이 늘어남","IT"
