"질의","응답","카테고리"
"만료 임박한 SSL 인증서 갱신할 때 순서가 어떻게 돼?","- 기존 개인키 재사용 여부 결정 후 CSR 생성
```
openssl req -new -key server.key -out server.csr
```
- CA에 CSR 제출 후 발급받은 인증서로 교체
- 교체 후 서비스 재시작하고 체인 검증까지 확인","IT"
"DNS 레코드 바꿨는데 일부 지역에서만 반영이 안 되는데 왜 그래?","확인 순서:
1. TTL 값 확인, 이전 TTL이 길면 캐시 만료까지 대기 필요
```
dig example.com A +noall +answer
```
2. 로컬 리졸버/ISP DNS 캐시 여부 (외부 공용 DNS로 재조회해서 비교)
3. Secondary 네임서버로 zone transfer 제대로 됐는지 확인
4. Anycast/GSLB 구성이면 특정 리전만 반영 지연될 수 있음
- 각 네임서버에 직접 @옵션으로 질의해서 비교하는 게 제일 빠른 확인 방법","IT"
"스위치 포트 채널(LACP) 묶인 상태 확인하려면?","```
show etherchannel summary
```
- 각 포트 상태가 P(bundled)인지 확인
- I나 D 상태면 협상 실패한 것이므로 상대 장비 설정도 같이 확인","IT"
"원격 사용자 VPN 클라이언트 인증이 계속 실패하는데 확인 순서가 어떻게 돼?","확인 순서:
1. 인증서 기반이면 클라이언트 인증서 유효기간/체인 확인
2. AD/RADIUS 연동이면 서버 로그에서 reject 사유 확인
3. 그룹 정책(허용된 사용자 그룹) 매핑 확인
4. 클라이언트 시간 동기화 어긋나서 토큰/인증서 검증 실패하는 경우
- 계정 잠금 정책 때문에 반복 실패 시 자동 lock 걸리는 경우도 흔함","IT"
"tcpdump로 SYN flood 의심 상황인지 어떻게 확인해?","확인 순서:
1. SYN만 캡처해서 특정 목적지로 몰리는지 확인
```
tcpdump -i eth0 'tcp[tcpflags] & tcp-syn != 0 and tcp[tcpflags] & tcp-ack == 0'
```
2. 출발지 IP 분산도 확인 (분산되면 스푸핑 의심)
3. 서버 SYN backlog 큐 상태 확인
4. 방화벽/IPS에서 SYN cookie 설정 여부 확인
- 정상 트래픽 급증과 구분하려면 SYN 대비 완료된 handshake(ACK) 비율을 같이 봐야함","IT"
"서버가 어떤 cipher suite 지원하는지 확인하는 법?","```
nmap --script ssl-enc-ciphers -p 443 host
```
- openssl s_client로도 개별 cipher 지정해서 연결 테스트 가능
- 취약한 cipher(RC4, 3DES 등) 남아있으면 점검 대상으로 표시","IT"
"Nginx 리버스 프록시에서 502 Bad Gateway 뜨는데 원인이 뭘까?","확인 순서:
1. 백엔드 서버 프로세스 살아있는지, 포트 리스닝 확인
2. nginx error.log에서 upstream 관련 에러 메시지 확인
```
tail -f /var/log/nginx/error.log
```
3. 백엔드 응답 타임아웃 설정이 너무 짧은지 확인
4. upstream 헤더 크기가 proxy_buffer 설정보다 큰 경우
- keepalive 연결이 백엔드에서 갑자기 끊긴 경우도 502로 나타남, upstream keepalive 설정 확인 필요","IT"
"DNS round robin이랑 GSLB 차이가 뭐야?","- round robin은 여러 IP를 순서대로 응답만 해줄 뿐 서버 상태는 모름
- GSLB는 헬스체크 기반으로 살아있는 서버/가까운 리전으로 응답 조정
- 장애 서버 자동 제외가 필요하면 GSLB 써야함","IT"
"스위치 포트가 err-disabled 상태로 막혔는데 어떻게 풀어?","```
shutdown
no shutdown
```
- 반복적으로 발생하면 원인(포트 보안 위반, BPDU guard 등) 먼저 확인
- errdisable recovery 기능 켜두면 자동 복구 시간 설정 가능","IT"
"IPSec VPN이랑 SSL VPN 차이가 뭐야?","- IPSec은 네트워크 계층에서 전체 트래픽 암호화, 클라이언트 설정 필요
- SSL VPN은 브라우저/클라이언트로 특정 애플리케이션 접근 위주, 접근성 좋음
- 사이트간 상시 연결은 IPSec, 재택 개별 접속은 SSL VPN이 일반적","IT"
"특정 트래픽이 방화벽에서 왜 차단됐는지 로그에서 원인을 못 찾겠는데 어떻게 접근해야해?","확인 순서:
1. 소스/목적지 IP, 포트로 로그 필터링
```
show log traffic | match "10.0.0.5"
```
2. 매치된 정책 이름 확인 후 해당 정책 조건 재검토
3. 세션 로그가 아예 없으면 라우팅 단계에서 이미 드랍된 것일 수 있음
4. 인터페이스 zone 설정 오류로 트래픽이 엉뚱한 정책 zone 타는지 확인
- 로그에 아예 안 잡히면 방화벽 이전 단계(스위치/라우팅) 문제일 가능성부터 배제","IT"
"L7 LB에서 세션 유지(sticky session) 어떻게 설정해?","- 쿠키 기반 또는 소스 IP 기반 persistence 옵션 설정
- 쿠키 기반이 서버 재시작/스케일링에도 더 안정적
- 세션 정보를 서버 로컬에만 두면 sticky 끊겼을 때 로그아웃 발생하니 세션 스토어 분리 고려","IT"
"앱에서 인증서 갱신 후 연결이 안 되는데 certificate pinning 때문일 수도 있대, 어떻게 확인해?","확인 순서:
1. 앱이 특정 인증서/공개키를 pinning 하고 있는지 개발팀 확인
2. 서버 인증서를 pinning된 값과 비교 (지문/공개키 해시)
```
openssl x509 -noout -pubkey -in newcert.pem | openssl pkey -pubin -outform der | openssl dgst -sha256
```
3. Intermediate 인증서까지 바뀐 경우 pinning 대상 범위 확인
- pinning 걸린 앱은 서버 인증서만 바꾸면 무조건 실패하니 앱 업데이트가 선행돼야 함","IT"
"트렁크 링크에서 특정 VLAN 트래픽이 이상하게 새는데 원인이 뭘까?","확인 순서:
1. 양쪽 스위치 native vlan 설정 일치 여부 확인
```
show interfaces trunk
```
2. native vlan mismatch 관련 CDP/로그 경고 확인
3. 802.1Q 태깅 안 된 트래픽이 다른 native vlan으로 넘어가는지 확인
- native vlan 불일치는 보안 문제로도 이어질 수 있어서(VLAN hopping) 우선순위 높게 봐야함","IT"
"traceroute 결과에서 특정 홉에 * * * 뜨는 건 뭘 의미해?","- 해당 홉에서 응답 없음, ICMP time-exceeded 차단하는 장비인 경우 많음
- 이후 홉이 정상 응답하면 실제 장애는 아닐 가능성 높음
- 마지막 홉까지 계속 실패하면 그 구간에서 실제 단절 의심","IT"
"DNSSEC 적용한 도메인이 일부 리졸버에서 조회 실패하는데 원인이 뭘까?","확인 순서:
1. DNSSEC 체인 검증 도구로 서명 유효성 확인
```
dig +dnssec example.com
```
2. DS 레코드가 상위 도메인에 정확히 등록됐는지 확인
3. 키 롤오버 중이면 구 서명/신 서명 겹치는 기간(TTL) 고려했는지 확인
4. 서버 시간 오차로 서명 유효기간 벗어난 경우
- 리졸버마다 DNSSEC 검증 강도가 달라서 특정 리졸버에서만 실패하는 게 정상적인 케이스도 있음","IT"
"Nginx에서 SSL termination 설정할 때 최소한 뭘 넣어야해?","```
listen 443 ssl;
ssl_certificate /etc/nginx/cert.pem;
ssl_certificate_key /etc/nginx/key.pem;
```
- 인증서 파일에 체인까지 포함(cert+intermediate)했는지 확인
- ssl_protocols에서 TLS 1.0/1.1 제외 권장","IT"
"내부망에서 외부 도메인으로 접속하면 안 되는데 외부에서는 잘 되는 상황, 원인이 뭘까?","확인 순서:
1. 내부에서 외부 IP로 나갔다가 자기 자신에게 돌아오는 hairpin NAT 지원 여부 확인
2. 방화벽에 hairpin NAT 정책 별도로 추가돼 있는지 확인
3. 내부 DNS가 외부 IP 그대로 응답하는지, split-DNS로 내부 IP 응답하게 바꿔야 하는지 확인
- 근본적으로는 split-DNS 구성이 hairpin NAT보다 안정적인 해결책","IT"
"브라우저에서 인증서 이름 불일치(SAN mismatch) 에러 뜨는데 원인이 뭐야?","- 접속한 도메인이 인증서의 CN/SAN 목록에 포함 안 된 경우
- 로드밸런서 뒤에서 여러 도메인 서비스할 때 SNI 라우팅이 잘못돼서 다른 인증서 나가는 경우도 흔함
- 인증서 재발급 시 SAN 목록에 필요한 도메인 전부 포함했는지 확인","IT"
