"질의","응답","카테고리"
"인증서 체인 파일 만들 때 순서는 어떻게 돼?","- Leaf(서버 인증서) → Intermediate → Root 순서로 이어 붙임
- Root는 클라이언트가 이미 신뢰하고 있어서 생략 가능한 경우 많음
- 순서 틀리면 일부 클라이언트에서 체인 검증 실패","IT"
"L4 LB에서 특정 백엔드만 계속 헬스체크 fail 뜨는데 뭐부터 봐야해?","확인 순서:
1. LB에서 해당 백엔드로 직접 확인
```
curl -v http://backend_ip:port/health
```
2. 헬스체크 URI, 포트, 기대 응답 코드 설정값 확인
3. 백엔드 서버 프로세스/포트 리스닝 상태 확인
4. 서버 방화벽에서 LB IP 허용 여부 확인
5. 타임아웃 값이 너무 짧게 잡혀있는지 확인
- 헬스체크 interval/threshold와 실제 앱 응답 시간 안 맞으면 flapping 발생","IT"
"Site-to-Site VPN 터널이 자꾸 끊기는데 원인 후보가 뭐가 있을까?","확인 순서:
1. Phase1/Phase2 SA 상태 확인
```
show crypto isakmp sa
show crypto ipsec sa
```
2. 양쪽 PSK, IKE 버전, 암호화 알고리즘 일치 여부
3. NAT-T 필요한 구간인데 비활성화된 경우
4. DPD(Dead Peer Detection) 타임아웃 설정 확인
5. 상대측 ISP 회선 불안정 여부
- MTU 문제로 fragmentation 발생해서 간헐적 끊김 나는 경우도 흔함","IT"
"특정 포트로 오가는 패킷만 tcpdump로 캡처하려면?","```
tcpdump -i eth0 port 443 -w capture.pcap
```
- 특정 호스트로 좁히려면 and host 조건 추가
- 캡처 크기 크면 -c로 패킷 수 제한 걸어두는 게 안전","IT"
"특정 도메인의 A 레코드만 조회하려면?","```
dig +short example.com A
```
- 특정 네임서버로 직접 질의하려면 @ns_ip 옵션 추가
- 캐시 영향 배제하려면 +trace로 루트부터 확인","IT"
"방화벽 TCP 세션 타임아웃 기본값이 왜 중요해?","- 오래 걸리는 배치/파일전송이 타임아웃보다 길면 중간에 세션 끊김
- 기본값이 보통 3600초 전후라 장시간 유지되는 커넥션은 별도 정책 필요
- 타임아웃 늘리면 방화벽 세션 테이블 메모리 사용량도 같이 늘어남","IT"
"L4 로드밸런서에서 round robin이랑 least connection 차이가 뭐야?","- round robin은 순서대로 균등 분배, 서버 부하 상태는 고려 안함
- least connection은 현재 연결 수 가장 적은 서버로 우선 배분
- 세션 길이가 서버마다 크게 다르면 least connection이 더 안정적","IT"
"L7 LB에서 특정 path로 들어온 요청이 원하는 백엔드로 안 가는데 뭐 봐야해?","확인 순서:
1. path 매칭 rule 순서 확인 (먼저 매치되는 룰이 우선 적용되는 구조인 경우 많음)
2. 정규식/prefix 매칭 오타 여부
3. Host 헤더 기반 라우팅과 병행 시 두 조건 충돌 여부
4. 백엔드 pool에 실제로 해당 서버 등록됐는지 확인
- 캐시된 라우팅 테이블 때문에 설정 반영 안 된 것처럼 보이는 경우 있음, LB reload 필요","IT"
"TLS 1.2랑 1.3 핸드셰이크 차이가 뭐야?","- 1.3은 핸드셰이크 라운드트립이 1번으로 줄어서 더 빠름
- 1.3은 약한 cipher suite들(RC4, CBC 등) 제거됨
- 0-RTT 재접속 지원하지만 리플레이 공격 가능성 있어 사용 시 주의","IT"
"인증서 만료일 커맨드로 바로 확인하는 법?","```
openssl x509 -enddate -noout -in cert.pem
```
- 원격 서버 것도 s_client로 받아서 파이프 연결하면 바로 확인 가능
- 만료 임박 알림은 모니터링에 등록해두는 게 안전","IT"
"OSPF neighbor가 계속 DOWN/INIT 상태에서 안 올라오는데 뭐부터 봐야해?","확인 순서:
1. 인터페이스 상태와 IP 서브넷 일치 여부
```
show ip ospf neighbor
show ip ospf interface
```
2. Area ID, 인증 방식/키 일치 여부
3. Hello/Dead 타임 설정 불일치
4. MTU 불일치 (DB 교환 단계에서 멈추는 전형적 증상)
5. 중간 방화벽/ACL에서 OSPF 멀티캐스트(224.0.0.5) 차단 여부
- MTU 미스매치는 neighbor가 EXSTART에서 멈추는 게 특징","IT"
"같은 IP인데 접속 때마다 다른 장비로 붙는 것 같은데 ARP 문제인지 어떻게 확인해?","확인 순서:
1. 해당 IP의 ARP 응답이 매번 다른 MAC으로 오는지 확인
```
arp -a | grep 192.168.1.10
```
2. 중복 IP 할당(DHCP static + 수동 할당 충돌) 여부 확인
3. VRRP/HSRP 가상 IP인 경우 정상 동작(활성 노드 변경)인지 구분
4. 스위치 mac address-table에서 해당 MAC이 여러 포트에 학습되는지 확인
- gratuitous ARP 스푸핑 의심되면 포트 보안이나 DAI(Dynamic ARP Inspection) 적용 검토","IT"
"특정 구간에서만 큰 패킷이 안 나가는 것 같은데 MTU 문제인지 어떻게 확인해?","확인 순서:
1. DF 비트 설정하고 크기 늘려가며 ping 테스트
```
ping -M do -s 1472 target_ip
```
2. 응답 없으면 크기 줄여가며 임계값 찾기
3. 터널 구간(VPN, GRE) 있으면 오버헤드 고려해서 MTU 재계산
4. 중간 장비에서 ICMP fragmentation needed 차단 여부 확인
- PMTUD 차단된 환경이면 큰 패킷만 조용히 드랍돼서 원인 찾기 어려움","IT"
"특정 내부 IP가 NAT 되어 나가는데도 외부에서 접속 응답이 안 오는데 뭘 확인해야해?","확인 순서:
1. NAT 매핑 테이블에서 실제 세션 생성됐는지 확인
```
show nat rule detail | include 10.0.0.5
show session all | include 10.0.0.5
```
2. static NAT vs dynamic pool 설정 꼬였는지 확인
3. 반대 방향(inbound) 허용 정책 별도로 있는지 확인
4. ISP 구간에서 해당 외부 IP 라우팅 안 되고 있는지 확인
- NAT은 됐는데 리턴 트래픽 라우팅 안 되는 케이스가 의외로 많음","IT"
"스위치에서 특정 포트 트래픽을 분석용으로 미러링하려면?","```
monitor session 1 source interface gi1/0/5
monitor session 1 destination interface gi1/0/10
```
- destination 포트는 일반 트래픽 용도로 같이 못 씀
- 미러링 대역폭이 destination 포트 용량 넘으면 드랍 발생","IT"
"BGP 피어가 계속 flapping 하는데 원인 후보가 뭐가 있을까?","확인 순서:
1. 로그에서 flap 원인 메시지 확인 (hold timer expired인지, reset인지)
```
show ip bgp neighbor x.x.x.x
```
2. 물리 회선 불안정 여부 (interface error/drop 카운터 확인)
3. Hold timer/Keepalive 값 양쪽 불일치
4. 최대 prefix 제한 초과로 세션 강제 종료되는 경우
5. MTU나 TCP MSS 문제로 대량 업데이트 시 세션 끊기는 경우
- 회선은 멀쩡한데 keepalive 처리 지연으로 flap 나는 경우도 있어서 CPU 부하도 같이 체크","IT"
"만료 임박한 SSL 인증서 갱신할 때 순서가 어떻게 돼?","- 기존 개인키 재사용 여부 결정 후 CSR 생성
```
openssl req -new -key server.key -out server.csr
```
- CA에 CSR 제출 후 발급받은 인증서로 교체
- 교체 후 서비스 재시작하고 체인 검증까지 확인","IT"
"DNS 레코드 바꿨는데 일부 지역에서만 반영이 안 되는데 왜 그래?","확인 순서:
1. TTL 값 확인, 이전 TTL이 길면 캐시 만료까지 대기 필요
```
dig example.com A +noall +answer
```
2. 로컬 리졸버/ISP DNS 캐시 여부 (외부 공용 DNS로 재조회해서 비교)
3. Secondary 네임서버로 zone transfer 제대로 됐는지 확인
4. Anycast/GSLB 구성이면 특정 리전만 반영 지연될 수 있음
- 각 네임서버에 직접 @옵션으로 질의해서 비교하는 게 제일 빠른 확인 방법","IT"
"스위치 포트 채널(LACP) 묶인 상태 확인하려면?","```
show etherchannel summary
```
- 각 포트 상태가 P(bundled)인지 확인
- I나 D 상태면 협상 실패한 것이므로 상대 장비 설정도 같이 확인","IT"
"Oracle에서 테이블스페이스 사용률 확인하는 쿼리 알려줘","```sql
SELECT tablespace_name,
       round(used_space*8/1024,2) used_mb,
       round(tablespace_size*8/1024,2) total_mb,
       round(used_percent,2) pct
FROM dba_tablespace_usage_metrics;
```
- used_percent 90% 넘으면 알람 걸어두는 게 좋음
- autoextend 켜져 있어도 디스크 자체가 꽉차면 소용없음, df -h도 같이 확인","IT"
"ORA-01555 스냅샷 too old 에러 뜨는데 원인이 뭐야","확인 순서
1. undo_retention 파라미터 값 확인, 너무 짧으면 발생
2. undo tablespace 크기 부족한지 dba_data_files로 확인
3. 장시간 실행되는 배치/리포트 쿼리가 있는지 확인 (긴 트랜잭션이 undo 재사용을 막음)
4. fetch across commit 패턴(커밋 자주 하면서 같은 커서 유지) 코드 있는지 확인
- 놓치기 쉬운 포인트: undo tablespace guarantee retention 옵션 꺼져있으면 공간 부족 시 undo가 덮어써짐","IT"
"Oracle에서 특정 세션이 잡고 있는 락 확인하려면","```sql
SELECT s.sid, s.serial#, s.username, o.object_name, l.locked_mode
FROM v$locked_object l, dba_objects o, v$session s
WHERE l.object_id = o.object_id
AND l.session_id = s.sid;
```
- blocking session은 v$session.blocking_session 컬럼으로 바로 확인 가능","IT"
"어제까지 잘 돌던 쿼리 실행계획이 갑자기 바뀌었어, 왜 이런 거야","확인 순서
1. 옵티마이저 통계 최근 수집 시점 확인 (dba_tab_statistics.last_analyzed)
2. bind peeking 이슈인지 확인 - 바인드 값에 따라 카디널리티 추정이 달라짐
3. 히스토그램 유무 확인, 컬럼 데이터 분포 치우쳐 있으면 통계 재수집 필요
4. SPM(SQL Plan Baseline) 적용 여부 확인
- 놓치기 쉬운 포인트: 파티션 테이블이면 파티션별 통계 따로 확인해야 함","IT"
"Oracle 아카이브 로그 오래된 것 지우고 싶은데 방법","```sql
RMAN> DELETE ARCHIVELOG ALL COMPLETED BEFORE 'SYSDATE-3';
```
- rm으로 직접 지우면 컨트롤파일 정보랑 안 맞아서 나중에 crosscheck 필요해짐
- 삭제 전엔 백업 완료된 것만 지워지는지 REPORT OBSOLETE로 먼저 확인","IT"
"RAC 환경에서 노드 간 인터커넥트 지연 때문에 성능 저하 의심되는데 어떻게 확인해","확인 순서
1. gv$cluster_interconnects로 인터커넥트 사용 NIC 확인
2. gc cr/current block busy 대기 이벤트 비중 AWR/ASH로 확인
3. os 레벨 netstat/ifconfig로 패킷 드랍, 재전송률 확인
4. private network 대역폭 병목인지 (public network랑 분리 안 된 경우 흔함)
- 놓치기 쉬운 포인트: 인터커넥트 스위치가 이중화 안 돼있으면 SPOF, 케이블 상태도 물리적으로 점검","IT"
"Oracle AWR 리포트 뽑는 방법 알려줘","```sql
@$ORACLE_HOME/rdbms/admin/awrrpt.sql
```
- 시작/종료 snap id 입력하면 됨
- awrrpti.sql 쓰면 특정 인스턴스만 뽑을 수 있음 (RAC일 때 유용)","IT"
"ORA-00257 archiver error 뜨면서 DB가 멈췄어","확인 순서
1. archive log destination 디스크 용량 확인 (df -h)
2. 공간 부족이면 백업 완료된 아카이브 로그부터 삭제 또는 다른 위치로 이동
3. FRA(flash recovery area) 사용 중이면 db_recovery_file_dest_size 늘리기
4. 삭제 후 alter system archive log current로 즉시 반영 확인
- 놓치기 쉬운 포인트: 공간 확보해도 DB는 자동으로 안 풀릴 때 있음, alter system 명령으로 강제 트리거 필요할 수 있음","IT"
"인덱스 리빌드는 언제 해줘야 해","- dba_indexes.blevel이 4 이상으로 계속 올라가면 검토
- 대량 delete 이후 leaf node 낭비 심할 때
- 무조건 정기적으로 하는 건 비추, 실제 단편화 확인하고 판단","IT"
"RMAN 백업이 계속 실패하는데 뭐부터 봐야 해","확인 순서
1. rman log에서 정확한 ORA 에러 코드 확인
2. 대상 디스크/테이프 용량 확인
3. controlfile autobackup 경로 접근 권한 확인
4. 이전 백업 세트가 expired 상태로 남아있는지 crosscheck backup으로 확인
- 놓치기 쉬운 포인트: 병렬 채널 수(parallelism) 과다 설정 시 I/O 경합으로 타임아웃 나기도 함","IT"
"Tibero에서 현재 접속 세션 확인하는 커맨드","```sql
SELECT sid, uid, status, program FROM v$session;
```
- status가 ACTIVE인데 오래 걸리는 세션은 v$sql_text로 실행 쿼리 같이 확인","IT"
"Tibero 인스턴스가 비정상 종료됐는데 복구 절차가 어떻게 돼","확인 순서
1. tbdown 로그(tbsvr trace)에서 종료 원인 확인 - abort인지 crash인지
2. tbboot로 재기동 시도, mount 단계에서 멈추면 컨트롤파일 상태 확인
3. crash recovery는 redo 로그로 자동 롤포워드 되는지 alert 로그 확인
4. 미디어 손상 의심되면 RMAN 대응 백업으로 복구
- 놓치기 쉬운 포인트: 강제 종료(kill -9) 이력 있으면 데이터파일 fuzzy 여부부터 확인해야 함","IT"
"Tibero 아카이브 모드 켜져 있는지 확인하려면","```sql
SELECT log_mode FROM v$database;
```
- ARCHIVELOG면 활성화 상태, NOARCHIVELOG면 비활성 상태","IT"
"Tibero에서 락 경합 발생 중인지 확인하는 방법","확인 순서
1. v$lock으로 lock_type, lmode, request 확인해서 대기 세션 파악
2. blocking 세션의 sid로 v$session 조인해서 실행 중인 SQL 확인
3. 장시간 잡고 있는 트랜잭션이면 커밋/롤백 안 된 애플리케이션 로직 의심
4. 필요시 alter system kill session으로 강제 종료
- 놓치기 쉬운 포인트: 배치 스케줄 겹칠 때 자주 발생, 크론 시간대 확인 필수","IT"
