"질의","응답","카테고리"
"캐주얼하게 즐길 모바일 게임 추천해줘","'브롤스타즈' 가볍게 하기 좋아","CREATIVE"
"스토리 좋은 RPG 게임 뭐 있어?","'엘든 링' 세계관이랑 스토리 진짜 몰입돼","CREATIVE"
"FPS 게임 중에 뭐가 재밌어?","'발로란트' 요즘 많이들 하더라, 전략적이라 재밌어","CREATIVE"
"힐링되는 게임 추천해줘","'동물의 숲' 느긋하게 하기 딱 좋아","CREATIVE"
"퍼즐 게임 추천해줘","'포탈 2' 두뇌 자극되고 재밌어","CREATIVE"
"오픈월드 게임 뭐가 좋아?","'젤다의 전설: 왕국의 눈물' 탐험하는 재미가 엄청나","CREATIVE"
"레트로 감성 게임 있어?","'스타듀밸리' 도트그래픽에 힐링되는 농장 게임이야","CREATIVE"
"무서운 공포 게임 추천해줘","'리틀 나이트메어' 분위기 진짜 오싹해","CREATIVE"
"전략 시뮬레이션 게임 뭐 있을까?","'문명 6' 시간 순삭될 정도로 중독성 있어","CREATIVE"
"콘솔 게임 뭐부터 시작하면 좋을까?","닌텐도 스위치라면 '마리오 카트'부터 해봐","CREATIVE"
"요즘 인기 많은 e스포츠 종목 뭐야?","리그 오브 레전드가 여전히 대세야","CREATIVE"
"격투 게임 추천해줘","'철권 8' 조작감 좋고 재밌어","CREATIVE"
"초보자도 하기 쉬운 게임 있어?","'마인크래프트' 자유도 높고 진입장벽 낮아","CREATIVE"
"스릴 넘치는 배틀로얄 게임 추천해줘","'배틀그라운드' 긴장감 최고야","CREATIVE"
"감성적인 인디게임 추천해줘","'셀레스트' 추천, 스토리도 좋고 감동적이야","CREATIVE"
"협동 좀비 게임 있어?","'레프트 4 데드' 친구들이랑 하면 진짜 재밌어","CREATIVE"
"요즘 유행하는 리듬게임 뭐 있어?","리듬게임 장르 요즘 많이 나와, 손이 바빠질 정도로 재밌어","CREATIVE"
"카드 게임 추천해줘","'하스스톤' 전략 짜는 재미 있어","CREATIVE"
"육성 시뮬레이션 게임 있어?","요즘 다양한 캐릭터 육성 시뮬레이션 게임들 나와있어, 찾아봐","CREATIVE"
"대전 액션 게임 뭐가 재밌어?","'스매시브라더스' 친구들이랑 하면 웃음 끊이질 않아","CREATIVE"
"탐정, 추리 게임 추천해줘","'역전재판' 시리즈 스토리랑 반전 재밌어","CREATIVE"
"우주 배경 게임 있어?","'노 맨즈 스카이' 탐험하는 재미 진짜 커","CREATIVE"
"롤플레잉 모바일 게임 추천해줘","'원신' 그래픽도 좋고 콘텐츠 많아","CREATIVE"
"자동차 레이싱 게임 뭐가 좋아?","'포르자 호라이즌' 그래픽도 예쁘고 스피드감 있어","CREATIVE"
"방 탈출 게임 소재로 뭐가 재밌을까?","미스터리 서적 컨셉으로 만들면 몰입감 있을 거야","CREATIVE"
"소울라이크 장르 게임 추천해줘","'세키로' 어렵지만 클리어하면 성취감 최고야","CREATIVE"
"보드게임 추천해줘","'카탄' 친구들이랑 하기 딱 좋아","CREATIVE"
"요즘 스트리머들이 많이 하는 게임 뭐야?","배틀로얄이나 마인크래프트 콘텐츠 많이 하더라","CREATIVE"
"손흥민 최근 경기 결과 어때?","최근 경기에서 골 넣으면서 팀 승리에 기여했어","CREATIVE"
"이번 시즌 프리미어리그 우승 후보 어디야?","맨시티랑 아스날이 유력하다고 보더라","CREATIVE"
"야구 직관하기 좋은 팀 추천해줘","요즘 분위기 좋은 팀 경기 보러 가면 재밌어","CREATIVE"
"축구 국가대표 다음 경기 언제야?","곧 국가대표 평가전 있으니까 일정 확인해봐","CREATIVE"
"골프 입문하려는데 뭐부터 배워야 해?","그립이랑 스윙 자세부터 기본기 잡는 게 중요해","CREATIVE"
"농구 좋아하는데 NBA 볼만한 팀 있어?","요즘 젊은 팀들 경기력이 좋아, 챙겨봐","CREATIVE"
"마라톤 준비하려는데 조언 좀 해줘","처음엔 무리하지 말고 페이스 조절하면서 거리 늘려가","CREATIVE"
"배드민턴 잘 치는 법 알려줘","손목 스냅이랑 풋워크 연습하면 실력 확 늘어","CREATIVE"
"요즘 핫한 e스포츠 경기 있어?","LCK 결승전이 화제야, 챙겨볼만 해","CREATIVE"
"최근 야구 트레이드 소식 있어?","시즌 중이라 트레이드 소식 종종 나오더라","CREATIVE"
"테니스 초보인데 라켓 추천해줘","무게 가볍고 그립감 좋은 입문용 라켓부터 시작해봐","CREATIVE"
"볼링 점수 잘 내는 팁 있어?","릴리즈 타이밍이랑 스핀 연습하면 점수 확 올라","CREATIVE"
"클라이밍 시작하려는데 어때?","팔 힘보다 코어랑 밸런스가 더 중요해","CREATIVE"
"겨울 스포츠 뭐 재밌어?","스키나 스노보드 한번 배워봐, 재밌어","CREATIVE"
"유명한 축구 라이벌전 뭐가 있어?","엘 클라시코가 제일 유명하지","CREATIVE"
"야구 규칙 중에 헷갈리는 거 설명해줘","인필드 플라이 규칙이 초보자들 제일 헷갈려해","CREATIVE"
"다이어트에 좋은 운동 추천해줘","유산소랑 근력운동 병행하면 효과 좋아","CREATIVE"
"축구화 고를 때 뭘 봐야 해?","발볼 넓이랑 구장 종류에 맞는 스터드 확인해봐","CREATIVE"
"최근 올림픽 종목 중에 재밌게 본 거 있어?","양궁이나 펜싱 경기 긴장감 있어서 재밌더라","CREATIVE"
"배구 규칙 잘 몰라서 그런데 알려줘","한 팀당 최대 세 번 터치할 수 있다는 게 기본 규칙이야","CREATIVE"
"헬스 초보인데 루틴 짜줘","상하체 나눠서 주 3-4회 정도 시작해봐","CREATIVE"
"러닝화 추천해줘","쿠셔닝 좋은 러닝화부터 신어봐, 무릎 부담 덜해","CREATIVE"
"스포츠 경기 직관 팁 좀 알려줘","미리 좌석 확인하고 응원 굿즈 챙기면 더 재밌어","CREATIVE"
"최근 피겨스케이팅 선수 중에 주목할 만한 사람 있어?","요즘 신예 선수들 실력이 정말 좋아졌어","CREATIVE"
"서핑 배우고 싶은데 어디서 시작하면 좋아?","파도 약한 초보자 스팟부터 강습받으면서 시작해봐","CREATIVE"
"e스포츠 선수 되려면 뭐가 필요해?","꾸준한 연습이랑 멘탈 관리가 진짜 중요해","CREATIVE"
"축구 전술 중에 요즘 유행하는 거 뭐야?","하이프레싱 전술이 요즘 대세더라","CREATIVE"
"골프 스코어 줄이는 팁 알려줘","숏게임 연습에 시간 더 투자해봐, 스코어 확 줄어","CREATIVE"
"수영 배우기 좋은 나이가 있어?","나이 상관없이 언제 시작해도 늘 수 있어","CREATIVE"
"최근 국내 프로야구 순위 어때?","시즌 막바지라 순위 싸움 치열해","CREATIVE"
"단편 판타지 소설 한 편 써줘","마법사가 잃어버린 별을 찾아 떠나는 짧은 이야기 하나 써볼게, 준비됐어?","CREATIVE"
"사랑 시 하나 써줘","짧은 연애 시 한 편 써줄게, 어떤 분위기로 원해?","CREATIVE"
"친구 생일 축하 메시지 써줘","따뜻하고 유쾌한 축하 문구 하나 써줄게","CREATIVE"
"삼행시 지어줘, 단어는 '여름'","여-여름밤 바람이 시원하게 / 름-름다운 별빛 아래 / 여름은 그렇게 지나가","CREATIVE"
"SF 단편 소설 아이디어 하나 줘","인공지능이 인간의 감정을 배우는 이야기 어때, 흥미로울 것 같아","CREATIVE"
"짧은 공포 이야기 하나 써줘","밤에 혼자 있는 집에서 벌어지는 오싹한 이야기 하나 써볼게","CREATIVE"
"친구한테 사과하는 편지 써줘","진심이 담긴 사과 문구 하나 써줄게, 어떤 상황인지 말해줘","CREATIVE"
"랩 가사 한 소절 써줘","자신감 넘치는 라임 한 소절 써볼게","CREATIVE"
"동화 하나 써줘, 주인공은 토끼","용감한 토끼가 숲을 구하는 짧은 동화 하나 써줄게","CREATIVE"
"이별 후 감정 담은 짧은 글 써줘","그리움과 아쉬움을 담은 짧은 산문 하나 써볼게","CREATIVE"
"사극 배경 짧은 소설 써줘","궁궐에서 벌어지는 비밀 이야기 하나 써볼게","CREATIVE"
"자기소개 유쾌하게 써줘","재치있고 밝은 느낌으로 하나 써줄게","CREATIVE"
"감사 편지 짧게 써줘","진심 담아서 짧고 따뜻하게 써줄게","CREATIVE"
"미스터리 단편 소설 써줘","사라진 그림을 둘러싼 미스터리 하나 써볼게","CREATIVE"
"응원 메시지 써줘, 시험 앞둔 친구한테","힘나는 응원 문구 하나 써줄게","CREATIVE"
"짧은 우주 배경 소설 써줘","우주선에서 벌어지는 짧은 모험담 하나 써볼게","CREATIVE"
"로맨스 단편 소설 아이디어 줘","우연히 재회한 첫사랑 이야기 어때, 감성적일 것 같아","CREATIVE"
"위트있는 유머 글 하나 써줘","일상 속 웃긴 상황을 소재로 짧은 글 써볼게","CREATIVE"
"시 하나 써줘, 주제는 '가을'","가을 낙엽과 쓸쓸함을 담은 짧은 시 하나 써줄게","CREATIVE"
"판타지 세계관 하나 만들어줘","하늘에 떠 있는 섬들로 이루어진 세계 어때, 독특하지","CREATIVE"
"짧은 좀비 이야기 써줘","폐허가 된 도시에서 살아남는 이야기 하나 써볼게","CREATIVE"
"친구 결혼 축하 메시지 써줘","진심 어린 축하 문구 하나 써줄게","CREATIVE"
"짧은 역사 소설 써줘","조선시대 배경의 짧은 이야기 하나 써볼게","CREATIVE"
"반전 있는 짧은 소설 써줘","마지막에 놀랄만한 반전 있는 짧은 이야기 하나 써볼게","CREATIVE"
"캐릭터 설정 하나 만들어줘","기억을 잃은 탐정 캐릭터 어때, 매력있을 것 같아","CREATIVE"
"위로의 말 한마디 해줘","힘들 때 듣고 싶은 위로 한마디 해줄게","CREATIVE"
"짧은 성장 소설 써줘","소심한 아이가 용기를 내는 이야기 하나 써볼게","CREATIVE"
"웃긴 짧은 대화 시나리오 써줘","배달 음식 시키다 벌어지는 웃긴 상황 써볼게","CREATIVE"
"짧은 스릴러 이야기 써줘","엘리베이터에 갇힌 사람들 이야기 하나 써볼게","CREATIVE"
"신년 다짐 메시지 써줘","희망찬 새해 다짐 문구 하나 써줄게","CREATIVE"
"짧은 동물 우화 써줘","게으른 여우가 교훈을 얻는 이야기 하나 써볼게","CREATIVE"
"이별 편지 써줘","담담하면서도 진심 담긴 이별 편지 하나 써볼게","CREATIVE"
"짧은 시간여행 소설 써줘","과거로 돌아가 실수를 바로잡는 이야기 하나 써볼게","CREATIVE"
"응원 삼행시 지어줘, 단어는 '파이팅'","파-파도처럼 밀려오는 어려움도 / 이-이겨낼 수 있어 넌 / 팅-팅커벨처럼 빛나니까","CREATIVE"
"짧은 추리 소설 도입부 써줘","밀실에서 사라진 보석 이야기로 시작해볼게","CREATIVE"
"감동적인 짧은 이야기 써줘","오랜만에 재회한 가족 이야기 하나 써볼게","CREATIVE"
"짧은 학원물 소설 써줘","전학생과의 우정을 그린 이야기 하나 써볼게","CREATIVE"
"재미있는 별명 지어줘, 성격은 활발함","'에너자이저'나 '텐션왕' 어때, 딱 어울려","CREATIVE"
"짧은 로봇 소재 소설 써줘","감정을 배우는 로봇의 이야기 하나 써볼게","CREATIVE"
"응원가 가사 한 소절 써줘","힘내라는 메시지 담은 밝은 가사 한 소절 써볼게","CREATIVE"
"짧은 판타지 전투 장면 써줘","용과 기사의 대결 장면 하나 써볼게","CREATIVE"
"위로가 되는 짧은 시 써줘","지친 마음을 다독이는 짧은 시 하나 써줄게","CREATIVE"
"짧은 크리스마스 이야기 써줘","눈 내리는 밤 벌어지는 따뜻한 이야기 하나 써볼게","CREATIVE"
"유머러스한 자기소개서 문구 써줘","재치있게 웃음 주는 소개 문구 하나 써줄게","CREATIVE"
"짧은 탐정 소설 써줘","사라진 편지를 쫓는 탐정 이야기 하나 써볼게","CREATIVE"
"요즘 화제인 드라마 추천해줘","요즘 화제인 오피스물 드라마 한번 봐봐, 몰입감 좋더라","CREATIVE"
"정주행하기 좋은 드라마 있어?","'스카이 캐슬' 몰아보면 시간 순삭이야","CREATIVE"
"감동적인 드라마 추천해줘","'그해 우리는' 잔잔하고 감동적이야","CREATIVE"
"요즘 인기있는 웹툰 뭐 있어?","'나 혼자만 레벨업' 스토리 몰입감 최고야","CREATIVE"
"볼만한 일본 애니메이션 추천해줘","'귀멸의 칼날' 액션이랑 스토리 다 좋아","CREATIVE"
"로맨스 웹툰 추천해줘","'치즈인더트랩' 감정선 섬세하게 잘 그려졌어","CREATIVE"
"미드 추천해줘","'브레이킹 배드' 스토리 전개가 진짜 탄탄해","CREATIVE"
"판타지 소설 명작 추천해줘","'해리포터' 시리즈는 언제 읽어도 재밌어","CREATIVE"
"감동적인 책 추천해줘","'어린 왕자' 읽을 때마다 느낌이 달라","CREATIVE"
"최근 인기 있는 스릴러 소설 뭐 있어?","'살인자의 기억법' 몰입도 진짜 높아","CREATIVE"
"개그 웹툰 추천해줘","'유미의 세포들' 진짜 웃기고 공감가는 내용 많아","CREATIVE"
"성장 서사 좋은 드라마 있어?","'스물다섯 스물하나' 성장 서사 감동적이야","CREATIVE"
"판타지 애니메이션 추천해줘","'진격의 거인' 스토리 스케일이 엄청나","CREATIVE"
"에세이 책 추천해줘","'언어의 온도' 잔잔하게 읽기 좋아","CREATIVE"
"최근 화제 넷플릭스 시리즈 뭐 있어?","'오징어 게임' 이후로도 화제작 꾸준히 나와, 최근 시리즈 챙겨봐","CREATIVE"
"추리 웹툰 추천해줘","'싸이코메트리 그녀석' 추리 요소 있어서 재밌어","CREATIVE"
"감성적인 일본 소설 추천해줘","'너의 췌장을 먹고 싶어' 읽으면 여운 오래 남아","CREATIVE"
"액션 애니메이션 추천해줘","'원피스' 오래됐지만 여전히 재밌어","CREATIVE"
"잔잔한 힐링 드라마 추천해줘","'갯마을 차차차' 보면 마음이 편안해져","CREATIVE"
"고전 명작 소설 추천해줘","'노인과 바다' 짧지만 여운이 깊어","CREATIVE"
